id,displayName,key,frame,reason,score,heightRatio,seqMedianH,widthRatio,seqMedianW,scale
heihachi-edajima,Heihachi Edajima,getupStand,36,very-low-scale,0.070,0.480,1.000,1.669,1.669,0.48
heihachi-edajima,Heihachi Edajima,lose,30,very-low-scale,0.070,0.480,0.480,2.880,2.880,0.48
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),knockdown,32,very-low-scale,0.070,0.480,0.480,1.777,1.777,0.48
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),getupStand,32,very-low-scale,0.070,0.480,1.000,1.777,1.751,0.48
pegasus-seiya,Pegasus Seiya,knockdown,32,very-low-scale,0.070,0.480,0.480,1.377,1.374,0.48
pegasus-seiya,Pegasus Seiya,getupStand,32,very-low-scale,0.070,0.480,1.000,1.377,1.367,0.48
vegeta,Vegeta,knockdown,30,very-low-scale,0.070,0.480,0.510,1.161,1.151,0.48
vegeta,Vegeta,getupStand,30,very-low-scale,0.070,0.480,1.000,1.161,1.000,0.48
gotenks-super-saiyan,Gotenks (Super Saiyan),knockdown,30,very-low-prone-scale,0.070,0.350,0.460,2.029,2.035,0.35
gotenks-super-saiyan,Gotenks (Super Saiyan),getupStand,30,very-low-prone-scale,0.070,0.350,1.000,2.029,1.000,0.35
killua-zoldyck,Killua Zoldyck,knockdown,32,very-low-prone-scale,0.070,0.350,0.460,2.122,2.143,0.35
killua-zoldyck,Killua Zoldyck,getupStand,32,very-low-prone-scale,0.070,0.350,0.500,2.122,2.122,0.35
taikoubou,Taikoubou,knockdown,35,very-low-prone-scale,0.070,0.350,0.410,1.354,1.365,0.35
taikoubou,Taikoubou,getupStand,35,very-low-prone-scale,0.070,0.350,1.000,1.354,1.000,0.35
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,knockdown,32,very-low-scale,0.060,0.490,0.510,1.247,1.247,0.49
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,getupStand,32,very-low-scale,0.060,0.490,1.000,1.247,1.000,0.49
eve,Eve,knockdown,38,very-low-scale,0.060,0.490,0.470,1.321,1.315,0.49
eve,Eve,getupStand,38,very-low-scale,0.060,0.490,1.000,1.321,1.306,0.49
killua-zoldyck,Killua Zoldyck,lose,30,very-low-scale,0.060,0.490,0.490,3.714,3.714,0.49
kinnikuman,Kinnikuman,knockdown,36,very-low-scale,0.060,0.490,0.490,1.083,1.088,0.49
kinnikuman,Kinnikuman,getupStand,36,very-low-scale,0.060,0.490,0.570,1.083,1.083,0.49
nami,Nami,knockdown,31,very-low-scale,0.060,0.490,0.490,0.934,0.952,0.49
nami,Nami,getupStand,31,very-low-scale,0.060,0.490,1.000,0.934,1.000,0.49
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),knockdown,31,very-low-scale,0.060,0.490,0.490,1.691,1.703,0.49
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),getupStand,31,very-low-scale,0.060,0.490,1.000,1.691,1.000,0.49
neuro-nogami,Neuro Nogami,knockdown,39,very-low-scale,0.060,0.490,0.510,1.122,1.122,0.49
neuro-nogami,Neuro Nogami,getupStand,39,very-low-scale,0.060,0.490,1.000,1.122,1.000,0.49
nico-robin,Nico Robin,knockdown,36,very-low-scale,0.060,0.490,0.500,2.093,2.085,0.49
pegasus-seiya,Pegasus Seiya,lose,30,very-low-scale,0.060,0.490,0.490,2.360,2.360,0.49
rukia-kuchiki,Rukia Kuchiki,lose,30,very-low-scale,0.060,0.490,0.490,2.359,2.359,0.49
gotenks-super-saiyan,Gotenks (Super Saiyan),knockdown,31,very-low-prone-scale,0.060,0.360,0.460,2.029,2.035,0.36
gotenks-super-saiyan,Gotenks (Super Saiyan),getupStand,31,very-low-prone-scale,0.060,0.360,1.000,2.029,1.000,0.36
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),knockdown,34,very-low-prone-scale,0.060,0.360,0.480,1.751,1.777,0.36
monkey-d-luffy-2nd-gear,Monkey D. Luffy (2nd Gear),getupStand,34,very-low-prone-scale,0.060,0.360,1.000,1.751,1.751,0.36
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),knockdown,32,very-low-prone-scale,0.060,0.360,0.490,1.722,1.703,0.36
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),getupStand,32,very-low-prone-scale,0.060,0.360,1.000,1.722,1.000,0.36
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),knockdown,36,very-low-prone-scale,0.060,0.360,0.610,0.622,0.610,0.36
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),getupStand,36,very-low-prone-scale,0.060,0.360,0.610,0.622,0.611,0.36
train-heartnet,Train Heartnet,knockdown,37,very-low-prone-scale,0.060,0.360,0.470,2.317,2.331,0.36
train-heartnet,Train Heartnet,getupStand,37,very-low-prone-scale,0.060,0.360,1.000,2.317,2.296,0.36
yoh-asakura-power-sword,Yoh Asakura (Power Sword),knockdown,30,very-low-prone-scale,0.060,0.360,0.760,0.652,0.760,0.36
yugi-mutou,Yugi Mutou,knockdown,35,very-low-prone-scale,0.060,0.360,0.400,1.792,1.792,0.36
yugi-mutou,Yugi Mutou,getupStand,35,very-low-prone-scale,0.060,0.360,1.000,1.792,1.792,0.36
fuusuke,Fuusuke,knockdown,32,very-low-scale,0.050,0.500,0.600,1.490,1.490,0.5
fuusuke,Fuusuke,getupStand,32,very-low-scale,0.050,0.500,1.000,1.490,1.000,0.5
jotaro-kujo,Jotaro Kujo,knockdown,33,very-low-scale,0.050,0.500,0.510,1.405,1.398,0.5
jotaro-kujo,Jotaro Kujo,getupStand,33,very-low-scale,0.050,0.500,1.000,1.405,1.393,0.5
kagura,Kagura,knockdown,32,very-low-scale,0.050,0.500,0.770,1.209,1.383,0.5
kagura,Kagura,getupStand,32,very-low-scale,0.050,0.500,1.000,1.209,1.197,0.5
killua-zoldyck,Killua Zoldyck,knockdown,33,very-low-scale,0.050,0.500,0.460,2.122,2.143,0.5
killua-zoldyck,Killua Zoldyck,getupStand,33,very-low-scale,0.050,0.500,0.500,2.122,2.122,0.5
nico-robin,Nico Robin,knockdown,35,very-low-scale,0.050,0.500,0.500,2.068,2.085,0.5
gon-freecss,Gon Freecss,knockdown,33,very-low-prone-scale,0.050,0.370,0.370,1.319,1.334,0.37
gon-freecss,Gon Freecss,getupStand,33,very-low-prone-scale,0.050,0.370,1.000,1.319,1.319,0.37
gotenks,Gotenks,knockdown,30,very-low-prone-scale,0.050,0.370,0.460,0.828,0.834,0.37
gotenks,Gotenks,knockdown,31,very-low-prone-scale,0.050,0.370,0.460,0.837,0.834,0.37
gotenks,Gotenks,getupStand,30,very-low-prone-scale,0.050,0.370,0.830,0.828,0.830,0.37
gotenks,Gotenks,getupStand,31,very-low-prone-scale,0.050,0.370,0.830,0.837,0.830,0.37
kakashi-hatake,Kakashi Hatake,knockdown,37,very-low-prone-scale,0.050,0.370,0.420,1.009,1.008,0.37
kakashi-hatake,Kakashi Hatake,getupStand,37,very-low-prone-scale,0.050,0.370,1.000,1.009,1.000,0.37
momotaro-tsurugi,Momotaro Tsurugi,knockdown,37,very-low-prone-scale,0.050,0.370,0.440,0.849,0.849,0.37
momotaro-tsurugi,Momotaro Tsurugi,getupStand,37,very-low-prone-scale,0.050,0.370,0.850,0.849,0.850,0.37
nami,Nami,knockdown,32,very-low-prone-scale,0.050,0.370,0.490,0.933,0.952,0.37
nami,Nami,getupStand,32,very-low-prone-scale,0.050,0.370,1.000,0.933,1.000,0.37
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),knockdown,30,very-low-prone-scale,0.050,0.370,0.490,1.703,1.703,0.37
nami-perfect-clima-tact,Nami (Perfect Clima-Tact),getupStand,30,very-low-prone-scale,0.050,0.370,1.000,1.703,1.000,0.37
taikoubou,Taikoubou,knockdown,33,very-low-prone-scale,0.050,0.370,0.410,1.365,1.365,0.37
taikoubou,Taikoubou,getupStand,33,very-low-prone-scale,0.050,0.370,1.000,1.365,1.000,0.37
yugi-mutou,Yugi Mutou,knockdown,37,very-low-prone-scale,0.050,0.370,0.400,1.798,1.792,0.37
yugi-mutou,Yugi Mutou,getupStand,37,very-low-prone-scale,0.050,0.370,1.000,1.798,1.792,0.37
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,knockdown,34,very-low-scale,0.040,0.510,0.510,1.236,1.247,0.51
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,getupStand,34,very-low-scale,0.040,0.510,1.000,1.236,1.000,0.51
fuusuke,Fuusuke,knockdown,34,very-low-scale,0.040,0.510,0.600,1.480,1.490,0.51
fuusuke,Fuusuke,getupStand,34,very-low-scale,0.040,0.510,1.000,1.480,1.000,0.51
goku-super-saiyan,Goku (Super Saiyan),knockdown,32,very-low-scale,0.040,0.510,0.510,1.575,1.578,0.51
goku-super-saiyan,Goku (Super Saiyan),getupStand,32,very-low-scale,0.040,0.510,1.000,1.575,1.000,0.51
gon-freecss,Gon Freecss,lose,32,very-low-scale,0.040,0.510,0.510,2.293,2.293,0.51
jotaro-kujo,Jotaro Kujo,knockdown,34,very-low-scale,0.040,0.510,0.510,1.394,1.398,0.51
jotaro-kujo,Jotaro Kujo,getupStand,34,very-low-scale,0.040,0.510,1.000,1.394,1.393,0.51
lenalee-lee,Lenalee Lee,lose,31,very-low-scale,0.040,0.510,0.510,1.663,1.663,0.51
neuro-nogami,Neuro Nogami,knockdown,37,very-low-scale,0.040,0.510,0.510,1.109,1.122,0.51
neuro-nogami,Neuro Nogami,knockdown,38,very-low-scale,0.040,0.510,0.510,1.128,1.122,0.51
neuro-nogami,Neuro Nogami,getupStand,37,very-low-scale,0.040,0.510,1.000,1.109,1.000,0.51
neuro-nogami,Neuro Nogami,getupStand,38,very-low-scale,0.040,0.510,1.000,1.128,1.000,0.51
ryotsu-kankichi,Ryotsu Kankichi,knockdown,30,very-low-scale,0.040,0.510,0.750,1.490,1.502,0.51
ryotsu-kankichi,Ryotsu Kankichi,getupStand,30,very-low-scale,0.040,0.510,1.000,1.490,1.000,0.51
vegeta,Vegeta,knockdown,31,very-low-scale,0.040,0.510,0.510,1.151,1.151,0.51
vegeta,Vegeta,getupStand,31,very-low-scale,0.040,0.510,1.000,1.151,1.000,0.51
vegito,Vegito,knockdown,32,very-low-scale,0.040,0.510,0.510,1.711,1.742,0.51
vegito,Vegito,getupStand,32,very-low-scale,0.040,0.510,1.000,1.711,1.000,0.51
yoh-asakura,Yoh Asakura,knockdown,31,very-low-scale,0.040,0.510,0.460,0.946,0.946,0.51
yoh-asakura,Yoh Asakura,getupStand,31,very-low-scale,0.040,0.510,0.510,0.946,0.946,0.51
gintoki-sakata,Gintoki Sakata,knockdown,31,very-low-prone-scale,0.040,0.380,0.460,1.920,1.920,0.38
gintoki-sakata,Gintoki Sakata,getupStand,31,very-low-prone-scale,0.040,0.380,1.000,1.920,1.915,0.38
ichigo-kurosaki,Ichigo Kurosaki,knockdown,35,very-low-prone-scale,0.040,0.380,0.450,0.619,0.619,0.38
ichigo-kurosaki,Ichigo Kurosaki,getupStand,35,very-low-prone-scale,0.040,0.380,0.460,0.619,0.620,0.38
jaguar-junichi,Jaguar Junichi,knockdown,32,very-low-prone-scale,0.040,0.380,0.420,1.839,1.839,0.38
jaguar-junichi,Jaguar Junichi,getupStand,32,very-low-prone-scale,0.040,0.380,0.470,1.839,1.819,0.38
lenalee-lee,Lenalee Lee,knockdown,33,very-low-prone-scale,0.040,0.380,0.530,0.956,0.956,0.38
lenalee-lee,Lenalee Lee,getupStand,33,very-low-prone-scale,0.040,0.380,1.000,0.956,1.000,0.38
rukia-kuchiki,Rukia Kuchiki,knockdown,34,very-low-prone-scale,0.040,0.380,0.440,1.390,1.383,0.38
rukia-kuchiki,Rukia Kuchiki,getupStand,34,very-low-prone-scale,0.040,0.380,1.000,1.390,1.000,0.38
yoh-asakura,Yoh Asakura,knockdown,32,very-low-prone-scale,0.040,0.380,0.460,0.946,0.946,0.38
yoh-asakura,Yoh Asakura,getupStand,32,very-low-prone-scale,0.040,0.380,0.510,0.946,0.946,0.38
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,knockdown,31,very-low-scale,0.030,0.520,0.510,1.255,1.247,0.52
kurama,Kurama,knockdown,34,very-low-scale,0.030,0.520,0.540,1.821,1.825,0.52
kurama,Kurama,getupStand,34,very-low-scale,0.030,0.520,1.000,1.821,1.821,0.52
piccolo,Piccolo,knockdown,31,very-low-scale,0.030,0.520,0.570,0.807,0.814,0.52
piccolo,Piccolo,knockdown,32,very-low-scale,0.030,0.520,0.570,0.810,0.814,0.52
piccolo,Piccolo,getupStand,31,very-low-scale,0.030,0.520,0.590,0.807,0.810,0.52
piccolo,Piccolo,getupStand,32,very-low-scale,0.030,0.520,0.590,0.810,0.810,0.52
sanji-vinsmoke,Sanji Vinsmoke,knockdown,35,very-low-scale,0.030,0.520,0.520,2.191,2.199,0.52
sanji-vinsmoke,Sanji Vinsmoke,knockdown,37,very-low-scale,0.030,0.520,0.520,2.191,2.199,0.52
sanji-vinsmoke,Sanji Vinsmoke,getupStand,35,very-low-scale,0.030,0.520,1.000,2.191,2.191,0.52
sanji-vinsmoke,Sanji Vinsmoke,getupStand,37,very-low-scale,0.030,0.520,1.000,2.191,2.191,0.52
gohan-super-saiyan-2,Gohan (Super Saiyan 2),knockdown,32,very-low-prone-scale,0.030,0.390,0.570,1.895,1.895,0.39
gohan-super-saiyan-2,Gohan (Super Saiyan 2),getupStand,32,very-low-prone-scale,0.030,0.390,1.000,1.895,1.000,0.39
jaguar-junichi,Jaguar Junichi,knockdown,31,very-low-prone-scale,0.030,0.390,0.420,1.843,1.839,0.39
jaguar-junichi,Jaguar Junichi,getupStand,31,very-low-prone-scale,0.030,0.390,0.470,1.843,1.819,0.39
kenshin-himura,Kenshin Himura,knockdown,33,very-low-prone-scale,0.030,0.390,0.430,1.646,1.657,0.39
kenshin-himura,Kenshin Himura,getupStand,33,very-low-prone-scale,0.030,0.390,0.450,1.646,1.646,0.39
kenshiro,Kenshiro,knockdown,39,very-low-prone-scale,0.030,0.390,1.000,1.344,1.343,0.39
kenshiro,Kenshiro,getupStand,39,very-low-prone-scale,0.030,0.390,1.000,1.344,1.000,0.39
nami,Nami,knockdown,30,very-low-prone-scale,0.030,0.390,0.490,0.952,0.952,0.39
nami,Nami,getupStand,30,very-low-prone-scale,0.030,0.390,1.000,0.952,1.000,0.39
nico-robin,Nico Robin,knockdown,33,very-low-prone-scale,0.030,0.390,0.500,2.085,2.085,0.39
raoh,Raoh,knockdown,32,very-low-prone-scale,0.030,0.390,0.550,1.193,1.183,0.39
raoh,Raoh,getupStand,32,very-low-prone-scale,0.030,0.390,1.000,1.193,1.172,0.39
sakura-haruno,Sakura Haruno,knockdown,30,very-low-prone-scale,0.030,0.390,0.340,1.609,1.624,0.39
sakura-haruno,Sakura Haruno,getupStand,30,very-low-prone-scale,0.030,0.390,1.000,1.609,1.000,0.39
goku,Goku,knockdown,34,very-low-scale,0.020,0.530,0.530,0.932,0.933,0.53
goku,Goku,getupStand,34,very-low-scale,0.020,0.530,1.000,0.932,1.000,0.53
lenalee-lee,Lenalee Lee,knockdown,34,very-low-scale,0.020,0.530,0.530,0.959,0.956,0.53
lenalee-lee,Lenalee Lee,getupStand,34,very-low-scale,0.020,0.530,1.000,0.959,1.000,0.53
gon-freecss,Gon Freecss,knockdown,35,very-low-prone-scale,0.020,0.400,0.370,1.334,1.334,0.4
gon-freecss,Gon Freecss,getupStand,35,very-low-prone-scale,0.020,0.400,1.000,1.334,1.319,0.4
hiei,Hiei,knockdown,31,very-low-prone-scale,0.020,0.400,0.400,1.265,1.242,0.4
hiei,Hiei,getupStand,31,very-low-prone-scale,0.020,0.400,1.000,1.265,1.240,0.4
kakashi-hatake,Kakashi Hatake,knockdown,35,very-low-prone-scale,0.020,0.400,0.420,0.993,1.008,0.4
kakashi-hatake,Kakashi Hatake,getupStand,35,very-low-prone-scale,0.020,0.400,1.000,0.993,1.000,0.4
kazuki-muto,Kazuki Muto,knockdown,39,very-low-prone-scale,0.020,0.400,0.780,0.668,0.780,0.4
kazuki-muto,Kazuki Muto,getupStand,39,very-low-prone-scale,0.020,0.400,0.780,0.668,0.780,0.4
killua-zoldyck,Killua Zoldyck,knockdown,31,very-low-prone-scale,0.020,0.400,0.460,2.161,2.143,0.4
killua-zoldyck,Killua Zoldyck,getupStand,31,very-low-prone-scale,0.020,0.400,0.500,2.161,2.122,0.4
momotaro-tsurugi,Momotaro Tsurugi,knockdown,36,very-low-prone-scale,0.020,0.400,0.440,0.840,0.849,0.4
momotaro-tsurugi,Momotaro Tsurugi,getupStand,36,very-low-prone-scale,0.020,0.400,0.850,0.840,0.850,0.4
renji-abarai,Renji Abarai,knockdown,31,very-low-prone-scale,0.020,0.400,0.440,0.745,0.750,0.4
sanji-vinsmoke,Sanji Vinsmoke,knockdown,38,very-low-prone-scale,0.020,0.400,0.520,2.199,2.199,0.4
sanji-vinsmoke,Sanji Vinsmoke,getupStand,38,very-low-prone-scale,0.020,0.400,1.000,2.199,2.191,0.4
toshiro-hitsugaya,Tōshirō Hitsugaya,knockdown,34,very-low-prone-scale,0.020,0.400,0.430,0.847,0.847,0.4
toshiro-hitsugaya,Tōshirō Hitsugaya,getupStand,34,very-low-prone-scale,0.020,0.400,0.840,0.847,0.840,0.4
yugi-mutou,Yugi Mutou,knockdown,36,very-low-prone-scale,0.020,0.400,0.400,1.792,1.792,0.4
yugi-mutou,Yugi Mutou,knockdown,38,very-low-prone-scale,0.020,0.400,0.400,1.792,1.792,0.4
yugi-mutou,Yugi Mutou,getupStand,36,very-low-prone-scale,0.020,0.400,1.000,1.792,1.792,0.4
yugi-mutou,Yugi Mutou,getupStand,38,very-low-prone-scale,0.020,0.400,1.000,1.792,1.792,0.4
arale-norimaki,Arale Norimaki,getupStand,31,very-low-scale,0.010,0.540,1.000,1.384,1.000,0.54
don-patch-poppa-rocks,Don Patch _ Poppa Rocks,knockdown,36,very-low-scale,0.010,0.540,0.800,0.810,0.800,0.54
don-patch-poppa-rocks,Don Patch _ Poppa Rocks,getupStand,36,very-low-scale,0.010,0.540,0.800,0.810,0.800,0.54
frieza,Frieza,knockdown,31,very-low-scale,0.010,0.540,0.550,1.549,1.549,0.54
frieza,Frieza,getupStand,31,very-low-scale,0.010,0.540,1.000,1.549,1.000,0.54
gintoki-sakata,Gintoki Sakata,knockdown,33,very-low-prone-scale,0.010,0.410,0.460,1.918,1.920,0.41
gintoki-sakata,Gintoki Sakata,getupStand,33,very-low-prone-scale,0.010,0.410,1.000,1.918,1.915,0.41
hiei,Hiei,knockdown,33,very-low-prone-scale,0.010,0.410,0.400,1.240,1.242,0.41
hiei,Hiei,getupStand,33,very-low-prone-scale,0.010,0.410,1.000,1.240,1.240,0.41
jotaro-kujo,Jotaro Kujo,knockdown,35,very-low-prone-scale,0.010,0.410,0.510,1.393,1.398,0.41
jotaro-kujo,Jotaro Kujo,getupStand,35,very-low-prone-scale,0.010,0.410,1.000,1.393,1.393,0.41
kurama,Kurama,knockdown,32,very-low-scale,0.010,0.540,0.540,1.825,1.825,0.54
kurama,Kurama,knockdown,33,very-low-scale,0.010,0.540,0.540,1.825,1.825,0.54
kurama,Kurama,getupStand,32,very-low-scale,0.010,0.540,1.000,1.825,1.821,0.54
kurama,Kurama,getupStand,33,very-low-scale,0.010,0.540,1.000,1.825,1.821,0.54
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),knockdown,37,very-low-prone-scale,0.010,0.410,0.610,0.611,0.610,0.41
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),getupStand,37,very-low-prone-scale,0.010,0.410,0.610,0.611,0.611,0.41
roronoa-zoro,Roronoa Zoro,knockdown,31,very-low-prone-scale,0.010,0.410,0.550,1.034,1.048,0.41
roronoa-zoro,Roronoa Zoro,getupStand,31,very-low-prone-scale,0.010,0.410,1.000,1.034,1.034,0.41
taikoubou,Taikoubou,knockdown,34,very-low-prone-scale,0.010,0.410,0.410,1.359,1.365,0.41
taikoubou,Taikoubou,getupStand,34,very-low-prone-scale,0.010,0.410,1.000,1.359,1.000,0.41
yusuke-urameshi,Yusuke Urameshi,knockdown,30,very-low-prone-scale,0.010,0.410,1.000,1.491,1.491,0.41
yusuke-urameshi,Yusuke Urameshi,getupStand,30,very-low-prone-scale,0.010,0.410,1.000,1.491,1.000,0.41
