characterId,displayName,animation,frame,reason,measure,adjacentRatio,medianRatio,scaleSource,scaleWidth,scaleHeight,flags
"lenalee-lee","Lenalee Lee","sprint","31","adjacent-1.41","0.9210","1.4141","1.1367","frame","0.4998","0.5457","tiny-height-vs-idle|tiny-frame-vs-animation"
"monkey-d-luffy","Monkey D. Luffy","cmd:2+3","149","adjacent-1.41","1.4127","1.4127","1.2074","default","0.8500","1.0800",""
"monkey-d-luffy","Monkey D. Luffy","cmd:2+3","150","adjacent-1.41","1.0000","1.4127","1.1700","default","0.8500","1.0800",""
"riven","Sasuke","cmd:FC+3+4","120","adjacent-1.41","1.0000","1.4117","1.4298","default","1.0800","1.0800",""
"riven","Sasuke","cmd:FC+3+4","22","adjacent-1.41","1.4117","1.4117","1.0128","default","1.0800","1.0800",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3364","1.4115","1.3364","default","0.8600","1.0800",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","sprint","33","adjacent-1.41","0.9468","1.4115","1.0562","frame","0.5848","0.7344",""
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","32","adjacent-1.41;median-1.41","0.7085","1.4114","1.4114","frame","0.5100","0.6426","tiny-frame-vs-animation"
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","47","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4114","1.0000","default","1.0000","1.2600",""
"goku","Goku","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3969","1.4110","1.3969","default","1.0800","1.0800",""
"goku","Goku","sprint","33","adjacent-1.41","0.9900","1.4110","1.0101","frame","0.7344","0.7344",""
"kagura","Kagura","jableft","108","adjacent-1.41","1.0000","1.4110","1.2019","default","1.0500","1.1700",""
"kagura","Kagura","cmd:1+2","108","adjacent-1.41","1.0000","1.4110","1.2019","default","1.0500","1.1700",""
"kagura","Kagura","jableft","107","adjacent-1.41","1.4110","1.4110","1.1740","default","1.0500","1.1700",""
"kagura","Kagura","cmd:1+2","107","adjacent-1.41","1.4110","1.4110","1.1740","default","1.0500","1.1700",""
"killua-zoldyck","Killua Zoldyck","cmd:1+3","94","adjacent-1.41","1.0000","1.4104","1.2657","default","0.9800","1.0800",""
"killua-zoldyck","Killua Zoldyck","cmd:1+3","96","adjacent-1.41","1.0000","1.4104","1.2657","default","0.9800","1.0800",""
"killua-zoldyck","Killua Zoldyck","cmd:1+3","95","adjacent-1.41","1.4104","1.4104","1.1143","default","0.9800","1.0800",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","sprint","31","adjacent-1.41;default-next-to-frame-scale","1.8331","1.4102","1.4102","default","1.0800","1.0800","wide-body-vs-idle"
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","sprint","30","adjacent-1.41","1.2999","1.4102","1.0000","frame","0.5616","0.5616","tiny-height-vs-idle|wide-body-vs-idle|tiny-frame-vs-animation"
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.5951","1.4097","1.4097","default","0.9300","1.1800",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","sprint","33","adjacent-1.41","1.1315","1.4097","1.0000","frame","0.6324","0.8024",""
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","30","adjacent-1.41;median-1.41","0.7099","1.4086","1.4086","frame","0.4400","0.5544","tiny-frame-vs-animation"
"monkey-d-luffy","Monkey D. Luffy","getupStand","33","adjacent-1.41;median-1.41","0.7099","1.4086","1.4086","frame","0.3910","0.4968",""
"goku-super-saiyan","Goku (Super Saiyan)","knockdown","29","adjacent-1.41;median-1.38;default-next-to-frame-scale","1.0000","1.4086","1.3841","default","1.0000","1.2600","huge-frame-vs-animation"
"goku-super-saiyan","Goku (Super Saiyan)","knockdown","30","adjacent-1.41","0.7099","1.4086","1.0177","frame","0.4400","0.5544",""
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","29","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4086","1.0000","default","1.0000","1.2600",""
"monkey-d-luffy","Monkey D. Luffy","getupStand","51","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4086","1.0000","default","0.8500","1.0800",""
"nami","Nami","getupStand","32","adjacent-1.41;median-1.41","0.7102","1.4081","1.4081","frame","0.3182","0.3996","tiny-frame-vs-animation"
"nami","Nami","getupStand","51","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4081","1.0000","default","0.8600","1.0800",""
"gohan-super-saiyan","Gohan (Super Saiyan)","sprint","30","adjacent-1.41;default-next-to-frame-scale","1.5034","1.4062","1.5034","default","0.9100","0.8800",""
"gohan-super-saiyan","Gohan (Super Saiyan)","sprint","31","adjacent-1.41","1.0691","1.4062","1.0691","frame","0.6188","0.5984",""
"gotenks","Gotenks","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3318","1.4059","1.3318","default","1.0800","1.0800",""
"gotenks","Gotenks","sprint","31","adjacent-1.41","0.9473","1.4059","1.0556","frame","0.6804","0.6804",""
"yoh-asakura","Yoh Asakura","sprint","33","adjacent-1.40;default-next-to-frame-scale","1.4307","1.4048","1.4307","default","0.8000","0.9300",""
"yoh-asakura","Yoh Asakura","sprint","34","adjacent-1.40","1.0184","1.4048","1.0184","frame","0.5440","0.6324",""
"heihachi-edajima","Heihachi Edajima","cmd:1+4","101","adjacent-1.40","1.0000","1.4046","1.3548","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","cmd:1+4","102","adjacent-1.40","1.4046","1.4046","1.0368","default","1.1300","1.2300",""
"kinnikuman","Kinnikuman","cmd:2+3","140","adjacent-1.40","1.0000","1.4043","1.1865","default","1.0300","1.1800",""
"kinnikuman","Kinnikuman","cmd:2+3","141","adjacent-1.40","1.4043","1.4043","1.1836","default","1.0300","1.1800",""
"killua-zoldyck","Killua Zoldyck","sprint","37","adjacent-1.40","1.8881","1.4043","1.1945","default","0.9800","1.0800","wide-body-vs-idle"
"killua-zoldyck","Killua Zoldyck","sprint","36","adjacent-1.40","1.3445","1.4043","1.1756","default","0.9800","1.0800",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","kickleft","73","adjacent-1.40","1.1507","1.4041","1.3018","default","1.0900","1.0300",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","kickleft","72","adjacent-1.40","1.6157","1.4041","1.0786","default","1.0900","1.0300",""
"sanji-vinsmoke","Sanji Vinsmoke","cmd:1+2","165","adjacent-1.40","1.4036","1.4036","1.2066","default","1.0800","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","cmd:3+4","262","adjacent-1.40","1.4036","1.4036","1.2066","default","1.0800","1.0800",""
"train-heartnet","Train Heartnet","jabright","85","adjacent-1.40","1.1669","1.4035","1.1861","default","1.0800","1.2000",""
"train-heartnet","Train Heartnet","jabright","84","adjacent-1.40","1.6378","1.4035","1.1833","default","1.0800","1.2000","wide-body-vs-idle"
"eve","Eve","sprint","33","adjacent-1.40","1.0000","1.4031","1.4031","default","0.8600","1.0400",""
"eve","Eve","sprint","34","adjacent-1.40","1.4031","1.4031","1.0000","default","0.8600","1.0400",""
"franky","Franky","cmd:1+4","100","adjacent-1.40","1.4019","1.4019","1.4019","default","0.7000","1.1300","possible-two-character-crop"
"franky","Franky","cmd:1+2","99","adjacent-1.40","1.0000","1.4019","1.3469","default","0.7000","1.1300",""
"franky","Franky","cmd:1+2","100","adjacent-1.40","1.4019","1.4019","1.0408","default","0.7000","1.1300","possible-two-character-crop"
"franky","Franky","cmd:1+4","99","adjacent-1.40","1.0000","1.4019","1.0000","default","0.7000","1.1300",""
"eve","Eve","sprint","38","adjacent-1.40;default-next-to-frame-scale","1.6417","1.4011","1.1701","default","0.8600","1.0400","wide-body-vs-idle"
"eve","Eve","jabright","90","adjacent-1.40","1.0000","1.4009","1.2198","default","0.8600","1.0400",""
"eve","Eve","jabright","89","adjacent-1.40","1.4009","1.4009","1.1485","default","0.8600","1.0400",""
"neuro-nogami","Neuro Nogami","cmd:f+1","188","adjacent-1.40","1.2645","1.4007","1.4007","default","0.9900","1.0800","possible-two-character-crop"
"neuro-nogami","Neuro Nogami","cmd:f+1","187","adjacent-1.40","0.9028","1.4007","1.0000","default","0.9900","1.0800",""
"kazuki-muto","Kazuki Muto","sprint","33","adjacent-1.40","0.7140","1.4005","1.4005","frame","0.4536","0.4536","tiny-height-vs-idle|tiny-frame-vs-animation"
"kazuki-muto","Kazuki Muto","sprint","32","adjacent-1.40;default-next-to-frame-scale","1.0000","1.4005","1.0000","default","1.0800","1.0800",""
"kazuki-muto","Kazuki Muto","sprint","34","adjacent-1.40;default-next-to-frame-scale","1.0000","1.4005","1.0000","default","1.0800","1.0800",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","34","adjacent-1.40","1.3896","1.3997","1.2757","frame","0.6804","0.7308","wide-body-vs-idle"
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","33","adjacent-1.40;default-next-to-frame-scale","1.9450","1.3997","1.0972","default","1.0800","1.1600","wide-body-vs-idle"
"killua-zoldyck","Killua Zoldyck","cmd:1+2","75","adjacent-1.40","1.0000","1.3977","1.3706","default","0.9800","1.0800",""
"killua-zoldyck","Killua Zoldyck","cmd:1+2","74","adjacent-1.40","1.3977","1.3977","1.0198","default","0.9800","1.0800",""
"vegito","Vegito","kickright","100","adjacent-1.40","1.3972","1.3972","1.3972","default","1.1600","1.1000",""
"vegito","Vegito","cmd:3+4","100","adjacent-1.40","1.3972","1.3972","1.3972","default","1.1600","1.1000",""
"vegito","Vegito","kickright","99","adjacent-1.40","1.0000","1.3972","1.0000","default","1.1600","1.1000",""
"vegito","Vegito","cmd:3+4","99","adjacent-1.40","1.0000","1.3972","1.0000","default","1.1600","1.1000",""
"roronoa-zoro","Roronoa Zoro","jableft","76","adjacent-1.40","1.3960","1.3960","1.2327","default","0.9900","1.2000",""
"roronoa-zoro","Roronoa Zoro","jableft","77","adjacent-1.40","1.0000","1.3960","1.1325","default","0.9900","1.2000",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","cmd:1+2","132","adjacent-1.40;default-next-to-frame-scale","1.6003","1.3956","1.3603","default","0.9300","1.1800",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","cmd:1+2","133","adjacent-1.40","1.1467","1.3956","1.0260","default","0.9300","1.1800",""
"ryotsu-kankichi","Ryotsu Kankichi","cmd:3+4","122","adjacent-1.40","1.0000","1.3953","1.2164","default","0.8200","1.0800",""
"ryotsu-kankichi","Ryotsu Kankichi","cmd:3+4","123","adjacent-1.40","1.3953","1.3953","1.1471","default","0.8200","1.0800",""
"yoh-asakura","Yoh Asakura","sprint","32","adjacent-1.39","1.0258","1.3947","1.0258","frame","0.5200","0.6045",""
"frieza","Frieza","sprint","34","adjacent-1.39","1.1952","1.3931","1.3931","default","0.9600","1.0800",""
"frieza","Frieza","sprint","37","adjacent-1.39","1.1952","1.3931","1.3931","default","0.9600","1.0800",""
"frieza","Frieza","sprint","35","adjacent-1.39","1.6651","1.3931","1.0000","default","0.9600","1.0800","wide-body-vs-idle"
"frieza","Frieza","sprint","36","adjacent-1.39","1.6651","1.3931","1.0000","default","0.9600","1.0800","wide-body-vs-idle"
"nami-perfect-clima-tact","Nami (Perfect Clima-Tact)","sprint","31","adjacent-1.39;default-next-to-frame-scale","1.8576","1.3925","1.3925","default","1.0800","1.0800","wide-body-vs-idle"
"nami-perfect-clima-tact","Nami (Perfect Clima-Tact)","sprint","32","adjacent-1.39","1.3340","1.3925","1.0000","frame","0.6588","0.6588","wide-body-vs-idle"
"pegasus-seiya","Pegasus Seiya","sprint","33","adjacent-1.39","1.2287","1.3915","1.2391","frame","0.7344","0.7344",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","36","adjacent-1.39","1.3463","1.3911","1.3167","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","37","adjacent-1.39","1.8729","1.3911","1.0565","default","1.0800","1.1600","wide-body-vs-idle"
"franky","Franky","jableft","109","adjacent-1.39","1.3895","1.3895","1.3895","default","0.7000","1.1300",""
"franky","Franky","jableft","110","adjacent-1.39","1.0000","1.3895","1.0000","default","0.7000","1.1300",""
"dr-mashirito","Dr. Mashirito","cmd:1+2","159","adjacent-1.39","1.0000","1.3895","1.2159","default","0.9500","1.0800",""
"dr-mashirito","Dr. Mashirito","cmd:1+2","148","adjacent-1.39","1.3895","1.3895","1.1428","default","0.9500","1.0800",""
"goku","Goku","getupStand","50","adjacent-1.39","0.7200","1.3889","1.2476","frame","0.7776","0.7776",""
"goku","Goku","getupStand","51","adjacent-1.39;default-next-to-frame-scale","1.0000","1.3889","1.1132","default","1.0800","1.0800",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","sprint","31","adjacent-1.39;default-next-to-frame-scale","2.0259","1.3886","1.4782","default","1.0900","1.0300","wide-body-vs-idle"
"kenshin-himura","Kenshin Himura","cmd:3+4","122","adjacent-1.39","1.3882","1.3882","1.1856","default","1.0400","1.1800",""
"kenshin-himura","Kenshin Himura","cmd:3+4","121","adjacent-1.39","1.0000","1.3882","1.1709","default","1.0400","1.1800",""
"rukia-kuchiki","Rukia Kuchiki","getupStand","34","adjacent-1.39;median-1.39","0.7209","1.3872","1.3872","frame","0.3268","0.4104","tiny-frame-vs-animation"
"rukia-kuchiki","Rukia Kuchiki","getupStand","52","adjacent-1.39;default-next-to-frame-scale","1.0000","1.3872","1.0000","default","0.8600","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","kickleft","94","adjacent-1.39","1.3869","1.3869","1.3869","default","1.0800","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","kickleft","93","adjacent-1.39","1.0000","1.3869","1.0000","default","1.0800","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","kickleft","95","adjacent-1.39","1.0000","1.3869","1.0000","default","1.0800","1.0800",""
"dio","DIO","cmd:1+2","167","adjacent-1.39","1.8293","1.3861","1.3138","default","1.0800","1.1800",""
"dio","DIO","cmd:1+2","166","adjacent-1.39","1.3197","1.3861","1.0551","default","1.0800","1.1800",""
"kiro","Naruto","kickleft","88","adjacent-1.38","1.3837","1.3837","1.3837","default","0.9300","1.0800",""
"kiro","Naruto","kickleft","89","adjacent-1.38","1.0000","1.3837","1.0000","default","0.9300","1.0800",""
"kenshin-himura","Kenshin Himura","cmd:3+4","112","adjacent-1.38","1.3832","1.3832","1.1813","default","1.0400","1.1800",""
"kenshin-himura","Kenshin Himura","cmd:3+4","111","adjacent-1.38","1.0000","1.3832","1.1709","default","1.0400","1.1800",""
"gintoki-sakata","Gintoki Sakata","sprint","30","adjacent-1.38;default-next-to-frame-scale","2.0520","1.3830","1.3830","default","0.9200","1.0800","wide-body-vs-idle"
"gintoki-sakata","Gintoki Sakata","sprint","31","adjacent-1.38","1.4837","1.3830","1.0000","frame","0.6072","0.7128","wide-body-vs-idle"
"jaguar-junichi","Jaguar Junichi","sprint","33","adjacent-1.38","1.4225","1.3830","1.0051","frame","0.7344","0.8704","wide-body-vs-idle"
"riven","Sasuke","cmd:FC+3+4","148","adjacent-1.38","1.3822","1.3822","1.0345","default","1.0800","1.0800",""
"arale-norimaki","Arale Norimaki","sprint","39","adjacent-1.38","1.3815","1.3815","1.0251","default","0.8500","0.7500",""
"kinnikuman","Kinnikuman","sprint","37","adjacent-1.38","1.0760","1.3813","1.3813","frame","0.7004","0.8024",""
"kinnikuman","Kinnikuman","sprint","36","adjacent-1.38;default-next-to-frame-scale","1.4863","1.3813","1.0000","default","1.0300","1.1800",""
"kinnikuman","Kinnikuman","sprint","39","adjacent-1.38","1.0000","1.3813","1.4863","default","1.0300","1.1800",""
"kinnikuman","Kinnikuman","sprint","38","adjacent-1.38;default-next-to-frame-scale","1.3813","1.3813","1.0760","default","1.0300","1.1800",""
"arale-norimaki","Arale Norimaki","sprint","32","adjacent-1.38","1.1597","1.3804","1.2211","default","0.8500","0.7500",""
"arale-norimaki","Arale Norimaki","sprint","31","adjacent-1.38","1.6009","1.3804","1.1305","default","0.8500","0.7500",""
"nami","Nami","knockdown","29","adjacent-1.38;median-1.38;default-next-to-frame-scale","1.0000","1.3793","1.3793","default","0.8600","1.0800","huge-frame-vs-animation"
"nami","Nami","getupStand","30","adjacent-1.38;median-1.38","0.7250","1.3793","1.3793","frame","0.3354","0.4212","tiny-frame-vs-animation"
"nami","Nami","knockdown","30","adjacent-1.38","0.7250","1.3793","1.0000","frame","0.3354","0.4212",""
"nami","Nami","getupStand","29","adjacent-1.38;default-next-to-frame-scale","1.0000","1.3793","1.0000","default","0.8600","1.0800",""
"pegasus-seiya","Pegasus Seiya","sprint","32","default-next-to-frame-scale","1.6938","1.3786","1.1126","default","1.0800","1.0800","wide-body-vs-idle"
"gon-freecss","Gon Freecss","jabright","112","default-next-to-frame-scale","1.5835","1.3761","1.2854","default","0.9400","1.0400",""
"ryotsu-kankichi","Ryotsu Kankichi","sprint","30","default-next-to-frame-scale","1.7090","1.3755","1.3685","default","0.8200","1.0800","wide-body-vs-idle"
"gintoki-sakata","Gintoki Sakata","sprint","32","default-next-to-frame-scale","2.0186","1.3723","1.3605","default","0.9200","1.0800","wide-body-vs-idle"
"killua-zoldyck","Killua Zoldyck","sprint","33","default-next-to-frame-scale","2.0602","1.3716","1.3034","default","0.9800","1.0800","wide-body-vs-idle"
"vegito","Vegito","sprint","38","default-next-to-frame-scale","1.3715","1.3715","1.0136","default","1.1600","1.1000",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","sprint","38","default-next-to-frame-scale","1.3705","1.3705","1.0000","default","1.0900","1.0300",""
"yoh-asakura-power-sword","Yoh Asakura (Power Sword)","cmd:1+3","93","default-next-to-frame-scale","1.0000","1.3684","1.0000","default","0.9800","1.0200",""
"yoh-asakura-power-sword","Yoh Asakura (Power Sword)","cmd:1+3","95","default-next-to-frame-scale","1.0000","1.3684","1.0000","default","0.9800","1.0200",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","cmd:3+4","102","median-1.67","2.1206","1.3672","1.6662","frame","1.0800","1.1600","possible-two-character-crop"
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","cmd:3+4","103","default-next-to-frame-scale","1.5510","1.3672","1.2187","default","1.0800","1.1600",""
"yoh-asakura","Yoh Asakura","sprint","31","default-next-to-frame-scale","1.3619","1.3619","1.3619","default","0.8000","0.9300",""
"naruto-uzumaki-nine-tails-kyubi","Naruto Uzumaki (Nine-Tails_Kyubi)","sprint","32","default-next-to-frame-scale","1.0000","1.3610","1.1806","default","0.9200","1.3800",""
"nami","Nami","sprint","31","default-next-to-frame-scale","1.3804","1.3585","1.3585","default","0.8600","1.0800",""
"yusuke-urameshi","Yusuke Urameshi","knockdown","30","adjacent-1.36;median-1.36","0.7367","1.3574","1.3574","frame","0.3895","0.4715","tiny-frame-vs-animation"
"yusuke-urameshi","Yusuke Urameshi","getupStand","30","adjacent-1.36;median-1.36","0.7367","1.3574","1.3574","frame","0.3895","0.4715","tiny-frame-vs-animation"
"yusuke-urameshi","Yusuke Urameshi","knockdown","29","adjacent-1.36;default-next-to-frame-scale","1.0000","1.3574","1.0000","default","0.9500","1.1500",""
"yusuke-urameshi","Yusuke Urameshi","getupStand","29","adjacent-1.36;default-next-to-frame-scale","1.0000","1.3574","1.0000","default","0.9500","1.1500",""
"vegeta","Vegeta","sprint","31","default-next-to-frame-scale","1.5025","1.3516","1.5025","default","1.0800","1.0800",""
"yoh-asakura-power-sword","Yoh Asakura (Power Sword)","jabright","142","default-next-to-frame-scale","1.0000","1.3512","1.2357","default","0.9800","1.0200",""
"yusuke-urameshi","Yusuke Urameshi","getupStand","31","adjacent-1.34","0.7436","1.3448","1.3448","frame","0.5700","0.6900",""
"yusuke-urameshi","Yusuke Urameshi","getupStand","50","adjacent-1.34;default-next-to-frame-scale","1.0000","1.3448","1.0000","default","0.9500","1.1500",""
"heihachi-edajima","Heihachi Edajima","sprint","38","default-next-to-frame-scale","1.7131","1.3438","1.1213","default","1.1300","1.2300","wide-body-vs-idle"
"eve","Eve","getupStand","39","adjacent-1.34","0.7458","1.3408","1.3408","frame","0.3956","0.4784",""
"eve","Eve","getupStand","54","adjacent-1.34;default-next-to-frame-scale","1.0000","1.3408","1.0000","default","0.8600","1.0400",""
"eve","Eve","sprint","30","default-next-to-frame-scale","1.3635","1.3406","1.0290","default","0.8600","1.0400",""
"roronoa-zoro","Roronoa Zoro","getupStand","33","adjacent-1.34","0.7460","1.3405","1.3405","frame","0.4653","0.5640",""
"roronoa-zoro","Roronoa Zoro","getupStand","51","adjacent-1.34;default-next-to-frame-scale","1.0000","1.3405","1.0000","default","0.9900","1.2000",""
"goku","Goku","sprint","34","default-next-to-frame-scale","1.3259","1.3393","1.3259","default","1.0800","1.0800",""
"don-patch-poppa-rocks","Don Patch _ Poppa Rocks","kickright","193","default-next-to-frame-scale","1.0000","1.3365","1.0000","default","0.6600","0.7900",""
"don-patch-poppa-rocks","Don Patch _ Poppa Rocks","kickright","197","default-next-to-frame-scale","1.0000","1.3365","1.0000","default","0.6600","0.7900",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","sprint","31","default-next-to-frame-scale","1.0000","1.3364","1.0000","default","0.8600","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","sprint","39","default-next-to-frame-scale","1.1941","1.3351","1.5000","default","1.0800","1.0800",""
"kinnikuman","Kinnikuman","cmd:1+2","104","default-next-to-frame-scale","1.2853","1.3328","1.0000","default","1.0300","1.1800",""
"dr-mashirito","Dr. Mashirito","sprint","31","default-next-to-frame-scale","1.6288","1.3327","1.3327","default","0.9500","1.0800","wide-body-vs-idle"
"kenshiro","Kenshiro","knockdown","39","adjacent-1.33","0.7512","1.3312","1.3312","frame","0.4251","0.5070","tiny-frame-vs-animation"
"kenshiro","Kenshiro","getupStand","39","adjacent-1.33","0.7512","1.3312","1.3312","frame","0.4251","0.5070","tiny-frame-vs-animation"
"kenshiro","Kenshiro","knockdown","40","adjacent-1.33;default-next-to-frame-scale","1.0000","1.3312","1.0000","default","1.0900","1.3000",""
"kenshiro","Kenshiro","getupStand","40","adjacent-1.33;default-next-to-frame-scale","1.0000","1.3312","1.0000","default","1.0900","1.3000",""
"lenalee-lee","Lenalee Lee","sprint","34","default-next-to-frame-scale","1.3451","1.3294","1.2848","default","0.9800","1.0700",""
"jaguar-junichi","Jaguar Junichi","getupStand","52","adjacent-1.33;default-next-to-frame-scale","1.0000","1.3268","1.3092","default","1.0800","1.2800","huge-frame-vs-animation"
"jaguar-junichi","Jaguar Junichi","getupStand","34","adjacent-1.33","0.7537","1.3268","1.0134","frame","0.5076","0.6016",""
"kagura","Kagura","sprint","31","default-next-to-frame-scale","1.2862","1.3261","1.0053","default","1.0500","1.1700",""
"jotaro-kujo","Jotaro Kujo","sprint","34","default-next-to-frame-scale","1.6532","1.3188","1.1482","default","0.9200","1.2100","wide-body-vs-idle"
"gon-freecss","Gon Freecss","jabright","110","default-next-to-frame-scale","1.3672","1.3184","1.1098","default","0.9400","1.0400",""
"majin-buu","Majin Buu","cmd:1+2","107","default-next-to-frame-scale","1.5538","1.3181","1.3181","default","0.9600","0.9600",""
"goku-super-saiyan","Goku (Super Saiyan)","sprint","38","default-next-to-frame-scale","1.3159","1.3159","1.0218","default","1.0000","1.2600",""
"majin-buu","Majin Buu","cmd:1+2","108","median-1.62","1.9151","1.3154","1.6246","frame","0.9600","0.9600",""
"kenshiro","Kenshiro","sprint","36","default-next-to-frame-scale","1.4469","1.3147","1.1633","default","1.0900","1.3000",""
"riven","Sasuke","cmd:2+4","186","default-next-to-frame-scale","1.0000","1.3122","1.0847","default","1.0800","1.0800",""
"kenshiro","Kenshiro","sprint","34","default-next-to-frame-scale","1.4436","1.3117","1.1606","default","1.0900","1.3000",""
"nico-robin","Nico Robin","cmd:1+3","101","median-1.98","1.0000","1.3106","1.9833","default","0.9500","1.0800",""
"gintoki-sakata","Gintoki Sakata","getupStand","33","adjacent-1.31","0.7635","1.3098","1.3098","frame","0.3772","0.4428",""
"gintoki-sakata","Gintoki Sakata","getupStand","52","adjacent-1.31;default-next-to-frame-scale","1.0000","1.3098","1.0000","default","0.9200","1.0800",""
